"","FishNumber","Year","Lat","Long","ShipFL","MEC_Radius","Total_Radius","Age","Stock","Data"
"1","2",2014,50.2905333333333,-125.3198,100,584.36,652.16,1,"DollyVarden_Cr","JS"
"2","3",2014,50.2905333333333,-125.3198,128,674.21,761.63,1,"DollyVarden_Cr","JS"
"3","4",2014,50.2905333333333,-125.3198,103,631.92,688.99,1,"Chilko","JS"
"4","8",2014,50.2905333333333,-125.3198,114,672.4,701.45,1,"Nadina","JS"
"5","10",2014,50.2905333333333,-125.3198,103,648.45,721.91,1,"DollyVarden_Cr","JS"
"6","11",2014,50.3948166666667,-125.337116666667,128,517.17,629.08,1,"Pitt","JS"
"7","12",2014,50.3948166666667,-125.337116666667,89,549.67,597.31,1,"DollyVarden_Cr","JS"
"8","22",2014,50.4000833333333,-125.335516666667,173,824.72,898.7,2,"Chilko","JS"
"9","25",2014,50.4000833333333,-125.335516666667,130,663.96,764.76,1,"Birkenhead","JS"
"10","26",2014,50.4000833333333,-125.335516666667,123,654.92,738.61,1,"Pitt","JS"
"11","27",2014,50.3924,-125.3274,154,667.81,791.6,2,"Chilko","JS"
"12","29",2014,50.3924,-125.3274,128,673.58,788.03,2,"Birkenhead","JS"
"13","32",2014,50.2953333333333,-125.407916666667,126,627.58,712.47,1,"DollyVarden_Cr","JS"
"14","33",2014,50.2953333333333,-125.407916666667,133,668.88,712.59,1,"Nadina","JS"
"15","35",2014,50.2953333333333,-125.407916666667,151,749.2,783.27,2,"Chilko","JS"
"16","36",2014,50.2953333333333,-125.407916666667,152,665.37,794.06,1,"Chilko","JS"
"17","37",2014,50.261,-125.358466666667,124,594.17,699.31,1,"Birkenhead","JS"
"18","39",2014,50.299,-125.3355,123,646.74,691.64,1,"Nadina","JS"
"19","40",2014,50.299,-125.3355,122,607.88,682.91,1,"Chilko","JS"
"20","42",2014,50.299,-125.3355,126,628.69,705.91,1,"Nadina","JS"
"21","45",2014,50.299,-125.3355,118,652.21,715.74,1,"Pitt","JS"
"22","47",2014,50.299,-125.3355,128,554.77,682.92,1,"Pitt","JS"
"23","48",2014,50.299,-125.3355,134,606.83,707.59,1,"Chilko","JS"
"24","49",2014,50.299,-125.3355,129,592.04,674.19,1,"Chilko","JS"
"25","50",2014,50.299,-125.3355,136,618.06,731.49,1,"Chilko","JS"
"26","51",2014,50.299,-125.3355,147,618.26,729.43,1,"Chilko","JS"
"27","52",2014,50.299,-125.3355,127,611.08,664.92,2,"Chilko","JS"
"28","53",2014,50.299,-125.3355,122,584.98,629.35,1,"Nadina","JS"
"29","54",2014,50.299,-125.3355,127,627.04,675.77,1,"Nadina","JS"
"30","55",2014,50.299,-125.3355,116,611.32,706.87,1,"DollyVarden_Cr","JS"
"31","56",2014,50.299,-125.3355,146,649.03,731.19,1,"Chilko","JS"
"32","58",2014,50.299,-125.3355,126,594.87,683.61,1,"Chilko","JS"
"33","59",2014,50.299,-125.3355,140,608.45,716.33,2,"Chilko","JS"
"34","61",2014,50.2877833333333,-125.355,125,595.01,689.8,2,"Chilko","JS"
"35","62",2014,50.2877833333333,-125.355,129,586.5,689.46,1,"DollyVarden_Cr","JS"
"36","63",2014,50.2877833333333,-125.355,142,658.85,768.93,1,"Chilko","JS"
"37","68",2014,50.2877833333333,-125.355,136,565.68,689.68,2,"Chilko","JS"
"38","70",2014,50.2877833333333,-125.355,116,572.62,672.89,1,"Chilko","JS"
"39","71",2014,50.2877833333333,-125.355,140,564.1,680.21,2,"Chilko","JS"
"40","72",2014,50.2877833333333,-125.355,132,627.75,757.72,1,"Chilko","JS"
"41","73",2014,50.2877833333333,-125.355,110,595.54,685.37,1,"DollyVarden_Cr","JS"
"42","74",2014,50.2877833333333,-125.355,124,689.46,750.25,2,"Birkenhead","JS"
"43","76",2014,50.2877833333333,-125.355,125,614.99,685.54,1,"Chilko","JS"
"44","79",2014,50.2877833333333,-125.355,122,709.78,794.12,1,"Birkenhead","JS"
"45","80",2014,50.2877833333333,-125.355,122,653.9,703.18,1,"Nadina","JS"
"46","81",2014,50.2877833333333,-125.355,108,584.46,674.32,1,"DollyVarden_Cr","JS"
"47","82",2014,50.2877833333333,-125.355,128,693.83,775.98,1,"Nadina","JS"
"48","84",2014,50.31275,-125.4076,129,592.29,694.74,1,"Chilko","JS"
"49","85",2014,50.31275,-125.4076,128,621.3,700.53,1,"Chilko","JS"
"50","86",2014,50.31275,-125.4076,142,637.17,757.71,1,"DollyVarden_Cr","JS"
"51","92",2014,50.31275,-125.4076,121,707.93,790.67,1,"Birkenhead","JS"
"52","95",2014,50.31275,-125.4076,119,616.14,726.45,1,"DollyVarden_Cr","JS"
"53","96",2014,50.31275,-125.4076,110,635.8,704.81,1,"Chilko","JS"
"54","97",2014,50.31275,-125.4076,129,655.81,710.05,1,"Chilko","JS"
"55","100",2014,50.31275,-125.4076,114,562.96,645.11,1,"Chilko","JS"
"56","102",2014,50.31275,-125.4076,134,686.27,767.33,1,"Nadina","JS"
"57","103",2014,50.31275,-125.4076,125,582.67,655.51,2,"Nadina","JS"
"58","104",2014,50.31275,-125.4076,121,577.21,654.98,1,"Nadina","JS"
"59","105",2014,50.3468166666667,-125.401516666667,128,658.53,749.48,1,"Chilko","JS"
"60","106",2014,50.3468166666667,-125.401516666667,135,674.04,735.41,1,"Nadina","JS"
"61","107",2014,50.3468166666667,-125.401516666667,115,665.35,713.57,1,"Nadina","JS"
"62","108",2014,50.3468166666667,-125.401516666667,130,654.4,722.31,1,"Nadina","JS"
"63","109",2014,50.3954,-125.3416,141,679.33,755.29,1,"Nadina","JS"
"64","110",2014,50.3954,-125.3416,126,609.5,660.98,1,"Nadina","JS"
"65","112",2014,50.3954,-125.3416,154,778.27,836.96,2,"Chilko","JS"
"66","113",2014,50.39345,-125.326,132,607.58,684.28,1,"Nadina","JS"
"67","114",2014,50.39345,-125.326,125,590.88,700.41,1,"DollyVarden_Cr","JS"
"68","115",2014,50.39345,-125.326,135,668.31,754.86,1,"Nadina","JS"
"69","116",2014,50.39345,-125.326,125,558.58,665.92,1,"Chilko","JS"
"70","117",2014,50.36575,-125.6657,140,627.28,741.32,2,"Birkenhead","JS"
"71","119",2014,50.36575,-125.6657,131,654.28,732.64,1,"Chilko","JS"
"72","120",2014,50.36575,-125.6657,143,577.86,702.2,1,"Chilko","JS"
"73","121",2014,50.36575,-125.6657,133,672.3,729.83,1,"Nadina","JS"
"74","122",2014,50.36575,-125.6657,128,636.33,707.52,1,"Nadina","JS"
"75","124",2014,50.36575,-125.6657,132,620.48,657.37,1,"Nadina","JS"
"76","127",2014,50.36575,-125.6657,150,629.39,754.28,1,"Birkenhead","JS"
"77","128",2014,50.36575,-125.6657,140,683.35,773.76,1,"Pitt","JS"
"78","129",2014,50.36575,-125.6657,130,624.03,719.9,1,"Chilko","JS"
"79","130",2014,50.36575,-125.6657,120,642.36,719.02,1,"Nadina","JS"
"80","131",2014,50.36575,-125.6657,121,591.44,694.95,1,"Chilko","JS"
"81","132",2014,50.36575,-125.6657,138,671.29,746.96,1,"Nadina","JS"
"82","134",2014,50.36575,-125.6657,135,679.6,745.86,1,"Pitt","JS"
"83","135",2014,50.36575,-125.6657,115,567.93,643.52,1,"Chilko","JS"
"84","137",2014,50.36575,-125.6657,124,649.66,725.79,1,"Nadina","JS"
"85","140",2014,50.36575,-125.6657,124,656.71,744.89,2,"Pitt","JS"
"86","141",2014,50.36575,-125.6657,142,621.23,715.46,1,"Chilko","JS"
"87","144",2014,50.36575,-125.6657,140,651.19,735.61,1,"Chilko","JS"
"88","146",2014,50.36575,-125.6657,128,573.76,716.29,1,"Birkenhead","JS"
"89","147",2014,50.42,-125.305016666667,138,597.78,717.77,1,"DollyVarden_Cr","JS"
"90","149",2014,50.42,-125.305016666667,118,566.91,683.23,1,"Chilko","JS"
"91","150",2014,50.42,-125.305016666667,129,609.5,733.81,1,"DollyVarden_Cr","JS"
"92","151",2014,50.42,-125.305016666667,133,684.85,762.7,1,"Pitt","JS"
"93","154",2014,50.42,-125.305016666667,134,675.26,727.3,1,"Nadina","JS"
"94","156",2014,50.42,-125.305016666667,126,636.91,711.94,1,"Nadina","JS"
"95","157",2014,50.42,-125.305016666667,140,632.77,734.72,2,"Pitt","JS"
"96","158",2014,50.29025,-125.31695,124,658.81,774.91,1,"DollyVarden_Cr","JS"
"97","159",2014,50.2247166666667,-125.38995,120,581.53,659.96,1,"Nadina","JS"
"98","162",2014,50.2247166666667,-125.38995,126,606.21,751.33,1,"Birkenhead","JS"
"99","164",2014,50.2247166666667,-125.38995,132,631.95,730.52,1,"DollyVarden_Cr","JS"
"100","165",2014,50.2247166666667,-125.38995,125,606.76,706.98,2,"Chilko","JS"
"101","167",2014,50.2247166666667,-125.38995,151,672.87,801.86,1,"Birkenhead","JS"
"102","168",2014,50.2247166666667,-125.38995,127,601.01,682.65,2,"Chilko","JS"
"103","169",2014,50.2247166666667,-125.38995,123,607.53,714.93,1,"Pitt","JS"
"104","175",2014,50.1967333333333,-125.357683333333,137,830.19,879.48,2,"Chilko","JS"
"105","176",2014,50.1967333333333,-125.357683333333,118,670.56,762.05,1,"Birkenhead","JS"
"106","180",2014,50.3025666666667,-125.3093,111,624.3,739.3,1,"Birkenhead","JS"
"107","183",2014,50.3025666666667,-125.3093,104,631.44,710.31,1,"Chilko","JS"
"108","185",2014,50.3025666666667,-125.3093,126,645.65,724.51,1,"Birkenhead","JS"
"109","187",2014,50.3025666666667,-125.3093,175,973.47,1028.38,2,"Birkenhead","JS"
"110","188",2014,50.3025666666667,-125.3093,122,601.91,687.35,1,"Birkenhead","JS"
"111","189",2014,50.3025666666667,-125.3093,103,668.64,741.48,1,"Birkenhead","JS"
"112","191",2014,50.3025666666667,-125.3093,113,586.5,699.86,1,"Birkenhead","JS"
"113","193",2014,50.3025666666667,-125.3093,122,621.55,723.4,1,"Chilko","JS"
"114","196",2014,50.3025666666667,-125.3093,119,606.62,713.51,1,"DollyVarden_Cr","JS"
"115","198",2014,50.3025666666667,-125.3093,114,650.73,744.78,1,"Birkenhead","JS"
"116","199",2014,50.3025666666667,-125.3093,122,647.84,755.73,1,"Chilko","JS"
"117","206",2014,50.3974,-125.3402,120,604.02,732.17,1,"DollyVarden_Cr","JS"
"118","207",2014,50.3974,-125.3402,115,587.67,677.49,1,"Chilko","JS"
"119","210",2014,50.3974,-125.3402,110,566.79,666.45,1,"DollyVarden_Cr","JS"
"120","211",2014,50.4662666666667,-126.047983333333,127,555.84,665.91,1,"DollyVarden_Cr","JS"
"121","212",2014,50.4662666666667,-126.047983333333,116,595.26,720.12,1,"DollyVarden_Cr","JS"
"122","213",2014,50.4662666666667,-126.047983333333,123,586.36,732.26,1,"DollyVarden_Cr","JS"
"123","215",2014,50.4662666666667,-126.047983333333,118,672.49,740.94,1,"Nadina","JS"
"124","222",2014,50.4245333333333,-126.0092,122,625.93,720.67,1,"Chilko","JS"
"125","223",2014,50.4245333333333,-126.0092,132,720.24,771.73,1,"Chilko","JS"
"126","224",2014,50.4245333333333,-126.0092,138,616.09,708.09,1,"Chilko","JS"
"127","225",2014,50.4245333333333,-126.0092,134,650.57,755.17,1,"Birkenhead","JS"
"128","227",2014,50.4245333333333,-126.0092,136,660.45,773.26,1,"Birkenhead","JS"
"129","228",2014,50.4245333333333,-126.0092,123,577.19,708.07,1,"DollyVarden_Cr","JS"
"130","229",2014,50.4245333333333,-126.0092,147,561.52,690.25,1,"Chilko","JS"
"131","231",2014,50.4245333333333,-126.0092,137,614.79,708.47,1,"Pitt","JS"
"132","232",2014,50.4245333333333,-126.0092,142,667.61,761.8,1,"Pitt","JS"
"133","233",2014,50.4245333333333,-126.0092,137,628.54,763.34,1,"Chilko","JS"
"134","238",2014,50.4245333333333,-126.0092,133,659.75,705.78,1,"Nadina","JS"
"135","240",2014,50.4245333333333,-126.0092,143,632.82,719.96,1,"Chilko","JS"
"136","243",2014,50.2876,-125.358066666667,116,601.29,691.64,1,"Birkenhead","JS"
"137","244",2014,50.2876,-125.358066666667,105,604.92,694.65,1,"Birkenhead","JS"
"138","247",2014,50.2876,-125.358066666667,107,580.48,690.55,1,"DollyVarden_Cr","JS"
"139","248",2014,50.2876,-125.358066666667,116,558.57,703.69,1,"DollyVarden_Cr","JS"
"140","251",2014,50.2876,-125.358066666667,115,656.71,734.48,1,"Birkenhead","JS"
"141","252",2014,50.2876,-125.358066666667,109,587.08,694.73,1,"DollyVarden_Cr","JS"
"142","253",2014,50.2876,-125.358066666667,112,596.95,676.91,1,"Chilko","JS"
"143","255",2014,50.2876,-125.358066666667,117,608.27,700.33,1,"DollyVarden_Cr","JS"
"144","258",2014,50.2876,-125.358066666667,108,596.54,680.9,1,"Chilko","JS"
"145","262",2014,50.1781333333333,-125.33725,141,611.69,768.86,1,"DollyVarden_Cr","JS"
"146","263",2014,50.30535,-125.317583333333,133,684.17,748.25,1,"Nadina","JS"
"147","269",2014,50.45215,-126.087533333333,113,598.07,724.04,1,"DollyVarden_Cr","JS"
"148","272",2014,50.3687166666667,-125.645533333333,136,573.36,693.83,1,"Chilko","JS"
"149","273",2014,50.3051166666667,-125.317016666667,107,565.34,695.79,1,"DollyVarden_Cr","JS"
"150","289",2014,50.4623166666667,-125.07745,142,699.15,824.24,1,"Nadina","JS"
"151","290",2014,50.4741166666667,-126.072316666667,131,570.92,764.07,1,"DollyVarden_Cr","JS"
"152","293",2014,50.45345,-126.0924,136,658.29,779.32,1,"Chilko","JS"
"153","7",2015,50.3048666666667,-125.3325,101,625,676,1,"U_Horsefly","JS"
"154","8",2015,50.3048666666667,-125.3325,105,583,643,1,"Chilko","JS"
"155","10",2015,50.3048666666667,-125.3325,98,571,637,1,"L_Adams","JS"
"156","11",2015,50.3048666666667,-125.3325,102,606,669,1,"L_Adams","JS"
"157","13",2015,50.3048666666667,-125.3325,100,585,644,1,"Pitt","JS"
"158","16",2015,50.3048666666667,-125.3325,101,594,656,1,"Chilko","JS"
"159","18",2015,50.3048666666667,-125.3325,97,574,630,1,"Mitchell","JS"
"160","23",2015,50.3048666666667,-125.3325,108,642,699,1,"Quesnel_Decept","JS"
"161","25",2015,50.3048666666667,-125.3325,111,645,668,1,"Nadina","JS"
"162","26",2015,50.3048666666667,-125.3325,112,614,661,1,"L_Adams","JS"
"163","29",2015,50.3048666666667,-125.3325,109,730,768,1,"Birkenhead","JS"
"164","31",2015,50.3048666666667,-125.3325,119,635,710,1,"U_Horsefly","JS"
"165","33",2015,50.3048666666667,-125.3325,103,595,653,1,"Mitchell","JS"
"166","35",2015,50.3048666666667,-125.3325,101,631,683,1,"Quesnel_Decept","JS"
"167","55",2015,50.3048666666667,-125.3325,136,619,702,1,"Mitchell","JS"
"168","57",2015,50.2867166666667,-125.361433333333,94,544,624,1,"Chilko","JS"
"169","60",2015,50.2867166666667,-125.361433333333,111,671,711,1,"L_Adams","JS"
"170","61",2015,50.2867166666667,-125.361433333333,99,643,666,1,"Stellako","JS"
"171","66",2015,50.2867166666667,-125.361433333333,102,623,659,1,"Mitchell","JS"
"172","69",2015,50.2867166666667,-125.361433333333,115,645,665,1,"Quesnel_Decept","JS"
"173","70",2015,50.2867166666667,-125.361433333333,92,590,628,1,"U_Horsefly","JS"
"174","76",2015,50.2867166666667,-125.361433333333,102,557,647,1,"U_Horsefly","JS"
"175","77",2015,50.2867166666667,-125.361433333333,108,577,635,1,"Mitchell","JS"
"176","78",2015,50.2867166666667,-125.361433333333,109,552,631,1,"Chilko_south","JS"
"177","81",2015,50.2867166666667,-125.361433333333,96,591,641,1,"U_Horsefly","JS"
"178","84",2015,50.2867166666667,-125.361433333333,107,617,656,1,"Birkenhead","JS"
"179","122",2015,50.3537,-125.382183333333,104,521,595,1,"Chilko","JS"
"180","124",2015,50.3537,-125.382183333333,99,539,611,1,"L_Adams","JS"
"181","125",2015,50.3537,-125.382183333333,95,541,600,1,"Mitchell","JS"
"182","126",2015,50.3537,-125.382183333333,102,584,661,1,"Chilko","JS"
"183","128",2015,50.3537,-125.382183333333,103,539,616,1,"Chilko","JS"
"184","129",2015,50.3537,-125.382183333333,110,600,688,1,"Chilko","JS"
"185","131",2015,50.3537,-125.382183333333,104,618,658,1,"Nadina","JS"
"186","135",2015,50.3537,-125.382183333333,109,554,620,1,"L_Adams","JS"
"187","136",2015,50.3537,-125.382183333333,106,619,678,1,"Pitt","JS"
"188","137",2015,50.3537,-125.382183333333,124,663,749,1,"Quesnel_Mitche","JS"
"189","139",2015,50.3537,-125.382183333333,96,521,581,1,"Chilko","JS"
"190","154",2015,50.4510166666667,-126.091683333333,103,556,622,1,"L_Adams","JS"
"191","155",2015,50.4510166666667,-126.091683333333,117,640,691,1,"Quesnel_Decept","JS"
"192","156",2015,50.4510166666667,-126.091683333333,100,587,672,1,"Chilko","JS"
"193","158",2015,50.4510166666667,-126.091683333333,99,565,636,1,"L_Adams","JS"
"194","160",2015,50.4510166666667,-126.091683333333,122,613,680,1,"U_Horsefly","JS"
"195","161",2015,50.4510166666667,-126.091683333333,111,562,646,1,"Chilko","JS"
"196","162",2015,50.4510166666667,-126.091683333333,116,553,642,1,"Mitchell","JS"
"197","163",2015,50.4510166666667,-126.091683333333,96,570,626,1,"Mitchell","JS"
"198","165",2015,50.4510166666667,-126.091683333333,106,579,646,1,"Chilko","JS"
"199","167",2015,50.4510166666667,-126.091683333333,112,597,679,1,"Quesnel_Decept","JS"
"200","169",2015,50.4510166666667,-126.091683333333,112,724,773,1,"Birkenhead","JS"
"201","171",2015,50.4510166666667,-126.091683333333,109,603,658,1,"Pitt","JS"
"202","173",2015,50.4510166666667,-126.091683333333,108,613,690,1,"Chilko","JS"
"203","174",2015,50.4510166666667,-126.091683333333,122,643,731,1,"Chilko","JS"
"204","177",2015,50.4510166666667,-126.091683333333,124,650,728,1,"U_Horsefly","JS"
"205","195",2015,50.4510166666667,-126.091683333333,125,660,717,1,"Chilko","JS"
"206","197",2015,50.4580666666667,-126.07345,121,597,667,1,"Chilko","JS"
"207","199",2015,50.4580666666667,-126.07345,98,553,630,1,"Chilko","JS"
"208","200",2015,50.4580666666667,-126.07345,101,641,691,1,"Quesnel_Decept","JS"
"209","201",2015,50.4580666666667,-126.07345,103,579,653,1,"Quesnel_Decept","JS"
"210","202",2015,50.4580666666667,-126.07345,116,682,731,1,"Birkenhead","JS"
"211","209",2015,50.3052166666667,-125.331733333333,100,579,625,1,"L_Adams","JS"
"212","212",2015,50.3052166666667,-125.331733333333,105,659,697,1,"U_Horsefly","JS"
"213","213",2015,50.3052166666667,-125.331733333333,101,613,668,1,"Quesnel_Decept","JS"
"214","214",2015,50.3052166666667,-125.331733333333,108,610,647,1,"U_Horsefly","JS"
"215","217",2015,50.3052166666667,-125.331733333333,101,605,644,1,"U_Horsefly","JS"
"216","218",2015,50.3052166666667,-125.331733333333,91,583,637,1,"U_Horsefly","JS"
"217","224",2015,50.3052166666667,-125.331733333333,102,598,655,1,"Pitt","JS"
"218","226",2015,50.3052166666667,-125.331733333333,93,619,669,1,"Mitchell","JS"
"219","230",2015,50.3052166666667,-125.331733333333,113,676,711,1,"Nadina","JS"
"220","231",2015,50.3052166666667,-125.331733333333,96,558,617,1,"Mitchell","JS"
"221","232",2015,50.3052166666667,-125.331733333333,101,628,683,1,"Mitchell","JS"
"222","233",2015,50.3052166666667,-125.331733333333,96,572,631,1,"U_Horsefly","JS"
"223","234",2015,50.3052166666667,-125.331733333333,100,604,696,1,"Mitchell","JS"
"224","238",2015,50.3052166666667,-125.331733333333,106,594,643,1,"Mitchell","JS"
"225","239",2015,50.3052166666667,-125.331733333333,99,611,666,1,"Mitchell","JS"
"226","240",2015,50.3052166666667,-125.331733333333,106,625,652,1,"L_Adams","JS"
"227","249",2015,50.2968333333333,-125.3335,136,618,734,1,"U_Horsefly","JS"
"228","251",2015,50.2968333333333,-125.3335,108,550,653,1,"Chilko_south","JS"
"229","253",2015,50.2968333333333,-125.3335,119,578,663,1,"Chilko","JS"
"230","256",2015,50.2968333333333,-125.3335,110,615,685,1,"L_Adams","JS"
"231","257",2015,50.2968333333333,-125.3335,122,696,748,1,"U_Horsefly","JS"
"232","258",2015,50.2968333333333,-125.3335,121,614,708,1,"Mitchell","JS"
"233","265",2015,50.2968333333333,-125.3335,117,547,678,1,"Chilko","JS"
"234","267",2015,50.2968333333333,-125.3335,112,577,680,1,"Chilko","JS"
"235","268",2015,50.2968333333333,-125.3335,123,588,682,1,"Chilko","JS"
"236","269",2015,50.2968333333333,-125.3335,113,646,681,1,"L_Adams","JS"
"237","272",2015,50.2968333333333,-125.3335,118,565,666,1,"Chilko","JS"
"238","273",2015,50.2968333333333,-125.3335,112,584,672,1,"L_Adams","JS"
"239","276",2015,50.2968333333333,-125.3335,117,643,693,1,"Nadina","JS"
"240","277",2015,50.2968333333333,-125.3335,122,662,717,1,"U_Horsefly","JS"
"241","278",2015,50.2968333333333,-125.3335,117,567,668,1,"Chilko","JS"
"242","282",2015,50.3544333333333,-125.3826,131,565,662,1,"Chilko","JS"
"243","283",2015,50.3544333333333,-125.3826,100,633,711,1,"Pitt","JS"
"244","284",2015,50.3544333333333,-125.3826,122,584,668,1,"Seymour","JS"
"245","287",2015,50.3544333333333,-125.3826,103,568,657,1,"Seymour","JS"
"246","288",2015,50.3544333333333,-125.3826,106,565,646,1,"Seymour","JS"
"247","289",2015,50.3544333333333,-125.3826,101,568,615,1,"U_Horsefly","JS"
"248","290",2015,50.3544333333333,-125.3826,109,584,665,1,"L_Adams","JS"
"249","296",2015,50.41505,-125.760916666667,107,640,699,1,"Pitt","JS"
"250","298",2015,50.4529,-126.09955,103,685,737,1,"Stellako","JS"
"251","301",2015,50.4529,-126.09955,106,542,641,1,"Chilko","JS"
"252","303",2015,50.4529,-126.09955,104,545,644,1,"Chilko_south","JS"
"253","305",2015,50.4529,-126.09955,108,643,675,1,"U_Horsefly","JS"
"254","306",2015,50.4529,-126.09955,111,618,687,1,"L_Adams","JS"
"255","310",2015,50.4529,-126.09955,94,554,617,1,"Mitchell","JS"
"256","312",2015,50.4529,-126.09955,110,580,645,1,"U_Horsefly","JS"
"257","314",2015,50.4529,-126.09955,107,565,640,1,"L_Adams","JS"
"258","317",2015,50.4529,-126.09955,122,737,773,1,"Nadina","JS"
"259","318",2015,50.4529,-126.09955,106,570,633,1,"L_Adams","JS"
"260","323",2015,50.3346,-125.461833333333,98,593,662,1,"U_Horsefly","JS"
"261","327",2015,50.3042166666667,-125.33215,111,571,665,1,"L_Adams","JS"
"262","330",2015,50.3042166666667,-125.33215,100,587,677,1,"Chilko","JS"
"263","331",2015,50.3042166666667,-125.33215,110,605,686,1,"Stellako","JS"
"264","332",2015,50.3042166666667,-125.33215,105,654,695,1,"Mitchell","JS"
"265","334",2015,50.3042166666667,-125.33215,96,631,684,1,"Quesnel_Decept","JS"
"266","335",2015,50.3042166666667,-125.33215,98,573,656,1,"Seymour","JS"
"267","337",2015,50.3042166666667,-125.33215,99,573,637,1,"Mitchell","JS"
"268","340",2015,50.3042166666667,-125.33215,94,562,616,1,"Mitchell","JS"
"269","342",2015,50.3042166666667,-125.33215,105,549,648,1,"Chilko","JS"
"270","349",2015,50.3042166666667,-125.33215,100,569,630,1,"Chilko","JS"
"271","350",2015,50.3042166666667,-125.33215,112,491,572,1,"Chilko","JS"
"272","353",2015,50.3042166666667,-125.33215,109,595,669,1,"U_Horsefly","JS"
"273","354",2015,50.3042166666667,-125.33215,106,555,645,1,"Chilko","JS"
"274","356",2015,50.3042166666667,-125.33215,109,560,650,1,"L_Adams","JS"
"275","357",2015,50.1892,-125.339833333333,121,709,737,1,"U_Horsefly","JS"
"276","358",2015,50.1892,-125.339833333333,122,540,667,1,"Chilko_south","JS"
"277","359",2015,50.1892,-125.339833333333,122,559,656,1,"L_Adams","JS"
"278","360",2015,50.1892,-125.339833333333,117,587,677,1,"Seymour","JS"
